condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,6,8,R:ORTH,Introduction;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,10,12,R:ORTH,start;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,14,16,R:ORTH,play;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,20,24,R:ORTH,Cinderella; Practise;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,26,28,R:ORTH,night;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,32,33,R:NOUN,play;,REQUIRED
role,system,125,It consists of eight part : Introduction ; How to start ; Writing the play ; I want to be Cinderella ; Practise ; The big night ; Reason for doing a play and A few final thoughts .,37,39,R:ORTH,thoughts.,REQUIRED
role,system,126,Thank you very much to write me this letter .,4,5,R:PART,for,REQUIRED
role,system,126,Thank you very much to write me this letter .,5,6,R:VERB:FORM,writing,REQUIRED
role,system,126,Thank you very much to write me this letter .,8,10,R:ORTH,letter.,REQUIRED
role,system,127,"They have computers , smartphones , cleaning robots , fast food ...",2,6,R:ORTH,"computers, smartphones,",REQUIRED
role,system,127,"They have computers , smartphones , cleaning robots , fast food ...",7,9,R:ORTH,"robots,",REQUIRED
role,system,127,"They have computers , smartphones , cleaning robots , fast food ...",10,12,R:ORTH,food...,REQUIRED
role,system,128,My article is about a class play .,6,8,R:ORTH,play.,REQUIRED
role,system,129,Currently I am working as a python programmer .,0,1,R:OTHER,"Currently,",REQUIRED
role,system,129,Currently I am working as a python programmer .,6,9,R:ORTH,Python programmer.,REQUIRED
role,system,130,From : Dimitris Barberis,0,2,R:ORTH,From:,REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",1,3,R:ORTH,"know,",REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",7,8,R:OTHER,"pessimistic,",REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",11,13,R:ORTH,won't,REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",16,17,R:SPELL,"immediately,",REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",17,18,U:PUNCT,,REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",25,27,R:ORTH,"that,",REQUIRED
role,system,131,"I know , it sounds boring and pessimistic but if we wo n't change our minds imediately , the future is going to be like that , for sure .",28,30,R:ORTH,sure.,REQUIRED
role,system,132,Write to me about what were you doing there .,5,7,R:WO,you were,REQUIRED
role,system,132,Write to me about what were you doing there .,8,10,R:ORTH,there.,REQUIRED
role,system,133,"And it was 6:32pm . """,3,4,R:OTHER,6:32,REQUIRED
role,system,133,"And it was 6:32pm . """,4,6,R:OTHER,p.m.,REQUIRED
role,system,134,My first memory related to the English language is of lyrics ; I love pop music and used to translate songs composed by Elton John and Lennon and McCartney .,10,12,R:ORTH,lyrics;,REQUIRED
role,system,134,My first memory related to the English language is of lyrics ; I love pop music and used to translate songs composed by Elton John and Lennon and McCartney .,28,30,R:ORTH,McCartney.,REQUIRED
role,system,135,He got so mad that he asked her to get out of his apartment .,13,15,R:ORTH,apartment.,REQUIRED
role,system,136,At that moment he was pretty sure what to do now .,7,7,M:PREP,of,REQUIRED
role,system,136,At that moment he was pretty sure what to do now .,10,12,R:ORTH,now.,REQUIRED
role,system,137,"So , I will have time to also learn more about British culture and history .",0,2,R:ORTH,"So,",REQUIRED
role,system,137,"So , I will have time to also learn more about British culture and history .",4,4,M:ADV,also,REQUIRED
role,system,137,"So , I will have time to also learn more about British culture and history .",7,8,U:ADV,,REQUIRED
role,system,137,"So , I will have time to also learn more about British culture and history .",14,16,R:ORTH,history.,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,0,1,R:VERB:FORM,Following,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,2,3,R:NOUN,"London,",REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,3,5,R:ORTH,I'll,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,13,14,R:ORTH,Big,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,14,15,R:NOUN,"Ben,",REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,15,16,R:DET,which,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,20,21,R:SPELL,building,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,27,28,U:VERB:TENSE,,REQUIRED
role,system,138,follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures,29,30,R:NOUN,pictures.,REQUIRED
role,system,139,"My mother and my father had a fight to each other , they wanted not together .",8,9,R:PREP,with,REQUIRED
role,system,139,"My mother and my father had a fight to each other , they wanted not together .",10,11,R:OTHER,other;,REQUIRED
role,system,139,"My mother and my father had a fight to each other , they wanted not together .",11,12,U:PUNCT,,REQUIRED
role,system,139,"My mother and my father had a fight to each other , they wanted not together .",13,15,R:OTHER,did not want to be,REQUIRED
role,system,139,"My mother and my father had a fight to each other , they wanted not together .",15,17,R:ORTH,together.,REQUIRED
role,system,140,- I 'm afraid I ca n't .,0,3,R:OTHER,I'm,REQUIRED
role,system,140,- I 'm afraid I ca n't .,5,8,R:ORTH,can't.,REQUIRED
role,system,141,Is he feeling bored ?,3,5,R:ORTH,bored?,REQUIRED
role,system,142,As soon as they got to the base of the mountain trail everyone filled up their water bottle and began walking .,11,12,R:OTHER,"trail,",REQUIRED
role,system,142,As soon as they got to the base of the mountain trail everyone filled up their water bottle and began walking .,17,18,R:NOUN:NUM,bottles,REQUIRED
role,system,142,As soon as they got to the base of the mountain trail everyone filled up their water bottle and began walking .,20,22,R:ORTH,walking.,REQUIRED
role,system,143,It likes my laptop and it play with the Cursor .,6,7,R:VERB:SVA,plays,REQUIRED
role,system,143,It likes my laptop and it play with the Cursor .,9,11,R:ORTH,cursor.,REQUIRED
role,system,144,To : summercamps@bt.com,0,2,R:ORTH,To:,REQUIRED
role,system,145,Three Suggestions to be Doctor,3,4,R:ORTH,Be,REQUIRED
role,system,145,Three Suggestions to be Doctor,4,4,M:DET,a,REQUIRED
role,system,146,in my opinion the television can entertain as can educate people on different ways .,0,1,R:ORTH,In,REQUIRED
role,system,146,in my opinion the television can entertain as can educate people on different ways .,2,3,R:NOUN,"opinion,",REQUIRED
role,system,146,in my opinion the television can entertain as can educate people on different ways .,8,9,R:OTHER,well as,REQUIRED
role,system,146,in my opinion the television can entertain as can educate people on different ways .,11,12,R:PREP,in,REQUIRED
role,system,146,in my opinion the television can entertain as can educate people on different ways .,13,15,R:ORTH,ways.,REQUIRED
role,system,147,Ways to address the issues,4,5,R:NOUN,issues.,REQUIRED
role,system,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,3,4,R:SPELL,angry,REQUIRED
role,system,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,14,15,R:OTHER,"missing,",REQUIRED
role,system,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,28,30,R:ORTH,didn't,REQUIRED
role,system,148,I was too angre because I was finishing the puzzles and five pieces were missing so I began to search the whole house for the five pieces but did n't find it .,31,33,R:OTHER,them.,REQUIRED
role,system,149,One year later a commemoration of his passing was celebrated .,2,3,R:OTHER,"later,",REQUIRED
role,system,149,One year later a commemoration of his passing was celebrated .,9,11,R:ORTH,celebrated.,REQUIRED
role,system,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",11,12,R:NOUN,computer;,REQUIRED
role,system,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",12,13,U:PUNCT,,REQUIRED
role,system,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",16,17,R:VERB:FORM,playing,REQUIRED
role,system,150,"The video game Counter Strike is a good game for the computer , I think that play it is a good way to enjoy .",23,25,R:ORTH,enjoy.,REQUIRED
role,system,151,I chose this movie because it is my favourite cartoon and I can watch with my children .,14,14,M:PRON,it,REQUIRED
role,system,151,I chose this movie because it is my favourite cartoon and I can watch with my children .,16,18,R:ORTH,children.,REQUIRED
role,system,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,9,10,R:ADJ,"uncommon,",REQUIRED
role,system,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,13,14,R:NOUN,"cases,",REQUIRED
role,system,152,Impregnation as a result of sexual abuse is not uncommon and in these cases abortion should be a choice .,18,20,R:ORTH,choice.,REQUIRED
role,system,153,It had been fun day out but unfortunately he had to be home in the time for bed .,3,3,M:DET,a,REQUIRED
role,system,153,It had been fun day out but unfortunately he had to be home in the time for bed .,5,6,R:OTHER,"out,",REQUIRED
role,system,153,It had been fun day out but unfortunately he had to be home in the time for bed .,14,15,U:DET,,REQUIRED
role,system,153,It had been fun day out but unfortunately he had to be home in the time for bed .,17,19,R:ORTH,bed.,REQUIRED
role,system,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,2,4,U:OTHER,,REQUIRED
role,system,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,8,9,R:MORPH,fully,REQUIRED
role,system,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,10,12,R:ORTH,smartphone,REQUIRED
role,system,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,15,16,R:MORPH,Maps,REQUIRED
role,system,154,Nowadays all of what we need is a full charged smart phone with the Google Map application .,16,18,R:ORTH,application.,REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",6,6,M:DET,a,REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",7,9,R:ORTH,(unless,REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",14,15,R:NOUN,"opinion),",REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",15,16,U:PUNCT,,REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",29,31,R:ORTH,"tests,",REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",34,36,R:ORTH,"demanding,",REQUIRED
role,system,155,"You have always wanted to be policewoman ( unless you have recently changed your opinion ) so you must be very fit since you need to pass the physical tests , which are very demanding , according to my mother .",39,41,R:ORTH,mother.,REQUIRED
role,system,156,They may say that having excellent knowledge or a field of study is the way to success in school or work .,7,8,R:SPELL,of,REQUIRED
role,system,156,They may say that having excellent knowledge or a field of study is the way to success in school or work .,20,22,R:ORTH,work.,REQUIRED
role,system,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",0,2,R:ORTH,"Anyway,",REQUIRED
role,system,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",8,9,R:NOUN,costume;,REQUIRED
role,system,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",9,10,U:PUNCT,,REQUIRED
role,system,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",15,16,R:OTHER,"slim,",REQUIRED
role,system,157,"Anyway , the man was wearing an orange costume , he was surprisingly tall and slim and he was completely bald except for a long black ponytail coming out from the head .",31,33,R:ORTH,head.,REQUIRED
role,system,158,Peter looked at his watch and knew that he had to do something immediately .,13,15,R:ORTH,immediately.,REQUIRED
role,system,159,Have you ever thought why we need sports ?,4,4,M:PREP,about,REQUIRED
role,system,159,Have you ever thought why we need sports ?,7,9,R:ORTH,sports?,REQUIRED
role,system,160,But the whole experience brought a positive surprise : working at the same school as Nora does is actually pretty nice .,7,9,R:ORTH,surprise:,REQUIRED
role,system,160,But the whole experience brought a positive surprise : working at the same school as Nora does is actually pretty nice .,16,17,U:VERB,,REQUIRED
role,system,160,But the whole experience brought a positive surprise : working at the same school as Nora does is actually pretty nice .,20,22,R:ORTH,nice.,REQUIRED
role,system,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,9,10,R:PREP,of,REQUIRED
role,system,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,12,12,M:DET,that,REQUIRED
role,system,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,18,19,R:DET,one,REQUIRED
role,system,161,It was while I was coming in and out from the kitchen I found my niece standing on a side of the table eating ham .,24,26,R:ORTH,ham.,REQUIRED
role,system,162,"First , I showed you what is sexual harassment .",0,2,R:ORTH,"First,",REQUIRED
role,system,162,"First , I showed you what is sexual harassment .",6,7,U:VERB,,REQUIRED
role,system,162,"First , I showed you what is sexual harassment .",9,10,R:PUNCT,is.,REQUIRED
role,system,163,"If I were you I would pick up the one in the avenue , because of the facilities",3,4,R:OTHER,"you,",REQUIRED
role,system,163,"If I were you I would pick up the one in the avenue , because of the facilities",13,14,U:PUNCT,,REQUIRED
role,system,163,"If I were you I would pick up the one in the avenue , because of the facilities",17,18,R:NOUN,facilities.,REQUIRED
role,system,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",1,3,R:ORTH,"conclusion,",REQUIRED
role,system,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",17,21,R:ORTH,"today's youth,",REQUIRED
role,system,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",28,30,R:ORTH,"fitter,",REQUIRED
role,system,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",32,33,U:DET,,REQUIRED
role,system,164,"In conclusion , I feel that not only the ground for the low level of fitness of today 's youth , but also the clue to get youngsters fitter , lies in the modernity .",33,35,R:ORTH,modernity.,REQUIRED
role,system,165,People who attended the event had a wonderful time .,8,10,R:ORTH,time.,REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",0,1,R:ORTH,Our,REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",3,4,R:ADJ,12th,REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",4,5,R:OTHER,"St,",REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",5,6,R:NOUN,"Arizona,",REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",6,8,U:PUNCT,United,REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",8,9,R:NOUN,States.,REQUIRED
role,system,166,"our address is 12st , Arizona , united state .",9,10,U:PUNCT,,REQUIRED
role,system,167,to : miss analia,0,1,R:OTHER,to:,REQUIRED
role,system,167,to : miss analia,1,3,U:PUNCT,Miss,REQUIRED
role,system,167,to : miss analia,3,4,R:SPELL,Analía,REQUIRED
role,system,168,"On the one hand , I think that the most significant is societal problems because they cause other problems including environmental one .",3,5,R:ORTH,"hand,",REQUIRED
role,system,168,"On the one hand , I think that the most significant is societal problems because they cause other problems including environmental one .",11,12,R:VERB:SVA,are,REQUIRED
role,system,168,"On the one hand , I think that the most significant is societal problems because they cause other problems including environmental one .",21,23,R:OTHER,ones.,REQUIRED
role,system,169,I have read the advertisement and I promise you that I am the perfect for this post .,14,14,M:NOUN,candidate,REQUIRED
role,system,169,I have read the advertisement and I promise you that I am the perfect for this post .,16,18,R:ORTH,post.,REQUIRED
role,system,170,"However , walking distances in the hotel are way too far for families with young children .",0,2,R:ORTH,"However,",REQUIRED
role,system,170,"However , walking distances in the hotel are way too far for families with young children .",8,9,U:ADV,,REQUIRED
role,system,170,"However , walking distances in the hotel are way too far for families with young children .",15,17,R:ORTH,children.,REQUIRED
role,system,171,People used to use public transport a lot .,7,9,R:ORTH,lot.,REQUIRED
role,system,172,I 'll try to explain .,0,2,R:ORTH,I'll,REQUIRED
role,system,172,I 'll try to explain .,4,6,R:ORTH,explain.,REQUIRED
role,system,173,They are amazing !,2,4,R:ORTH,amazing!,REQUIRED
role,system,174,He started walking very quickly,2,3,R:VERB:FORM,to walk,REQUIRED
role,system,174,He started walking very quickly,4,5,R:OTHER,quickly.,REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",7,9,R:ORTH,"minutes,",REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",20,21,R:PREP,in,REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",22,24,R:ORTH,basket;,REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",29,30,R:OTHER,"veterinary,",REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",32,34,R:ORTH,"wait,",REQUIRED
role,system,175,"Peter gets a fast lunch in ten minutes , other two minutes for finding the bike and putting the dog on the basket ; at the office of the veterinary three people wait , so Peter is forced to wait .",39,41,R:ORTH,wait.,REQUIRED
role,system,176,"I was really surprised and happy , I would never have thought !",5,6,R:OTHER,happy;,REQUIRED
role,system,176,"I was really surprised and happy , I would never have thought !",6,7,U:PUNCT,,REQUIRED
role,system,176,"I was really surprised and happy , I would never have thought !",11,13,R:ORTH,thought!,REQUIRED
role,system,177,I would also recommend to stretch after every work out to avoid any kind of muscular pain .,4,5,U:VERB:FORM,,REQUIRED
role,system,177,I would also recommend to stretch after every work out to avoid any kind of muscular pain .,5,6,R:MORPH,stretching,REQUIRED
role,system,177,I would also recommend to stretch after every work out to avoid any kind of muscular pain .,8,10,R:ORTH,workout,REQUIRED
role,system,177,I would also recommend to stretch after every work out to avoid any kind of muscular pain .,16,18,R:ORTH,pain.,REQUIRED
role,system,178,"There will be on another planets , for example the moon , many citadels inside an enormous domes .",5,6,R:NOUN,"planet,",REQUIRED
role,system,178,"There will be on another planets , for example the moon , many citadels inside an enormous domes .",6,7,U:PUNCT,,REQUIRED
role,system,178,"There will be on another planets , for example the moon , many citadels inside an enormous domes .",10,12,R:ORTH,"moon,",REQUIRED
role,system,178,"There will be on another planets , for example the moon , many citadels inside an enormous domes .",15,16,U:DET,,REQUIRED
role,system,178,"There will be on another planets , for example the moon , many citadels inside an enormous domes .",17,19,R:ORTH,domes.,REQUIRED
role,system,179,This job would be boring if every day wolud be nice .,8,9,R:SPELL,would,REQUIRED
role,system,179,This job would be boring if every day wolud be nice .,10,12,R:ORTH,nice.,REQUIRED
role,system,180,"Hence , the value of UNDERSTANDING the students even beyond what the meaning of such word can express has been dramatically instilled in me .",0,2,R:ORTH,"Hence,",REQUIRED
role,system,180,"Hence , the value of UNDERSTANDING the students even beyond what the meaning of such word can express has been dramatically instilled in me .",15,15,M:DET,a,REQUIRED
role,system,180,"Hence , the value of UNDERSTANDING the students even beyond what the meaning of such word can express has been dramatically instilled in me .",23,25,R:ORTH,me.,REQUIRED
role,system,181,"Mel , who was a teacher for young people .",0,2,R:ORTH,"Mel,",REQUIRED
role,system,181,"Mel , who was a teacher for young people .",8,10,R:ORTH,people.,REQUIRED
role,system,182,Hans Feurer was born in Switzerland in 1939 .,7,9,R:ORTH,1939.,REQUIRED
role,system,183,To try to keep the environment clean we have a big group of voluntary workers that work after their jobs here trying to keep this area as clean as possible by picking all the rubbish and controlling the whole area in case there is something not normal .,6,7,R:OTHER,"clean,",REQUIRED
role,system,183,To try to keep the environment clean we have a big group of voluntary workers that work after their jobs here trying to keep this area as clean as possible by picking all the rubbish and controlling the whole area in case there is something not normal .,15,16,R:PRON,who,REQUIRED
role,system,183,To try to keep the environment clean we have a big group of voluntary workers that work after their jobs here trying to keep this area as clean as possible by picking all the rubbish and controlling the whole area in case there is something not normal .,20,21,R:OTHER,"here,",REQUIRED
role,system,183,To try to keep the environment clean we have a big group of voluntary workers that work after their jobs here trying to keep this area as clean as possible by picking all the rubbish and controlling the whole area in case there is something not normal .,32,32,M:PART,up,REQUIRED
role,system,183,To try to keep the environment clean we have a big group of voluntary workers that work after their jobs here trying to keep this area as clean as possible by picking all the rubbish and controlling the whole area in case there is something not normal .,46,48,R:ORTH,normal.,REQUIRED
role,system,184,"In my opinión running is one of the most helpful sports when it comes to start moving and getting fit , in particular for those people who have not been doing any kind of physical activity for a long time .",2,3,R:SPELL,"opinion,",REQUIRED
role,system,184,"In my opinión running is one of the most helpful sports when it comes to start moving and getting fit , in particular for those people who have not been doing any kind of physical activity for a long time .",15,17,R:VERB:FORM,starting to move,REQUIRED
role,system,184,"In my opinión running is one of the most helpful sports when it comes to start moving and getting fit , in particular for those people who have not been doing any kind of physical activity for a long time .",19,21,R:ORTH,"fit,",REQUIRED
role,system,184,"In my opinión running is one of the most helpful sports when it comes to start moving and getting fit , in particular for those people who have not been doing any kind of physical activity for a long time .",39,41,R:ORTH,time.,REQUIRED
role,system,185,"On short distances , maybe one or two hundred miles , a car is ideal .",2,4,R:ORTH,"distances,",REQUIRED
role,system,185,"On short distances , maybe one or two hundred miles , a car is ideal .",9,11,R:ORTH,"miles,",REQUIRED
role,system,185,"On short distances , maybe one or two hundred miles , a car is ideal .",14,16,R:ORTH,ideal.,REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",3,5,R:ORTH,"time,",REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",5,6,R:NOUN:NUM,pets,REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",6,7,R:VERB:SVA,are,REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",12,13,U:DET,,REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",14,16,R:ORTH,"transportation,",REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",17,17,M:VERB,is,REQUIRED
role,system,186,"Most of the time , pet is not allowed to be in a public transportation , which not a good thing for a pet owner .",24,26,R:ORTH,owner.,REQUIRED
role,system,187,You just have to keep looking .,5,7,R:ORTH,looking.,REQUIRED
role,system,188,People of all classes can use this .,6,8,R:ORTH,this.,REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",3,6,R:ORTH,parent-child,REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",8,9,R:OTHER,facilitate,REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",16,18,R:ORTH,"life,",REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",21,21,M:DET,the,REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",21,23,R:ORTH,kindergarten's,REQUIRED
role,system,189,"To enhance our parent - child relationship and facilities our understanding of her school and social life , we participate in kindergarten 's volunteer group .",24,26,R:ORTH,group.,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",5,6,R:NOUN,veracity;,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",6,7,U:PUNCT,,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",12,13,R:NOUN,fantasy;,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",13,14,U:PUNCT,,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",19,20,R:OTHER,audacity;,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",20,21,U:PUNCT,,REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",28,29,R:NOUN,"bone,",REQUIRED
role,system,190,"We love his simplicity and veracity , we adore his multiplicity and fantasy , we appreciate his straightness and audacity , we prize his delicacy and his funny bone of course !",30,32,R:ORTH,course!,REQUIRED
role,system,191,"I always have respect for my bosses and , of course , clients .",7,9,R:ORTH,"and,",REQUIRED
role,system,191,"I always have respect for my bosses and , of course , clients .",10,14,R:ORTH,"course, clients.",REQUIRED
role,system,192,It can be really frustriting .,4,5,R:SPELL,frustrating.,REQUIRED
role,system,192,It can be really frustriting .,5,6,U:PUNCT,,REQUIRED
role,system,193,"My town , City X , is a very green city .",1,3,R:ORTH,"town,",REQUIRED
role,system,193,"My town , City X , is a very green city .",4,6,R:ORTH,"X,",REQUIRED
role,system,193,"My town , City X , is a very green city .",10,12,R:ORTH,city.,REQUIRED
role,system,194,But now a days automobile companies are more focused on the improvements of the cars so that the can be more environment friendly and traffic friendly .,1,4,R:ORTH,nowadays,REQUIRED
role,system,194,But now a days automobile companies are more focused on the improvements of the cars so that the can be more environment friendly and traffic friendly .,17,18,R:PRON,they,REQUIRED
role,system,194,But now a days automobile companies are more focused on the improvements of the cars so that the can be more environment friendly and traffic friendly .,21,22,R:MORPH,environmentally,REQUIRED
role,system,194,But now a days automobile companies are more focused on the improvements of the cars so that the can be more environment friendly and traffic friendly .,25,27,R:ORTH,friendly.,REQUIRED
role,system,195,Public sports are useful but sometimes inconvenient but more cheaper . You can get to know new people and different cultures .,7,9,R:OTHER,and,REQUIRED
